,video_id,video_title,channel_name
352,ni4FV5zL6lM,How to Avoid Surveillance...With Your Phone | Christopher Soghoian | TED Talks,TED
353,kwYxHPXIaao,Rajesh Rao: Computing a Rosetta Stone for the Indus script,TED
354,JQ0iMulicgg,It's not fair having 12 pairs of legs | Aimee Mullins,TED
355,G8yKFVPOD6o,William Kamkwamba: How I built a windmill,TED
356,EiTrl0W1QrM,"Why nations should pursue ""soft"" power | Shashi Tharoor",TED
357,36zrJfAFcuc,His Holiness Pope Francis | Why the only future worth building includes everyone | TED Talks,TED
358,f6CILJA110Y,A tale of mental illness | Elyn Saks,TED
359,L-q-tSHo9Ho,The truth about unwanted arousal | Emily Nagoski,TED
360,0gMCZFHv9v8,"The emergence of ""4D printing"" | Skylar Tibbits",TED
361,lfBpsV1Hwqs,The game that can give you 10 extra years of life | Jane McGonigal,TED
362,fn_9f5x0f1Q,The world needs all kinds of minds | Temple Grandin,TED
363,5XD2kNopsUs,Why work doesn't happen at work | Jason Fried,TED
364,66ko_cWSHBU,The Math Behind Basketball's Wildest Moves | Rajiv Maheswaran | TED Talks,TED
365,-Qe8cR4Jl10,Why we need to talk about depression | Kevin Breel,TED
366,Cgxsv1riJhI,How computers learn to recognize objects instantly | Joseph Redmon,TED
367,OQSMr-3GGvQ,Facebook's role in Brexit — and the threat to democracy | Carole Cadwalladr,TED
368,ivfJJh9y1UI,This Is What LGBT Life Is Like Around the World | Jenni Chang and Lisa Dazols | TED Talks,TED
369,tkIg-SxPzTA,Alzheimer’s Is Not Normal Aging — And We Can Cure It | Samuel Cohen | TED Talks,TED
370,YhvfOlPYifY,A garden in my apartment | Britta Riley,TED
371,40riCqvRoMs,How we teach computers to understand pictures | Fei Fei Li,TED
372,WfTZ5iIUn4s,The art of bow-making | Dong Woo Jang,TED
373,iPE2_iCCo0w,"Smash fear, learn anything | Tim Ferriss",TED
374,zwpiI18TBdE,Inside the mind of a former radical jihadist | Manwar Ali,TED
375,mCZCok_u37w,Why I must come out | Geena Rocero,TED
376,XiEQmcZi8cM,Islamophobia killed my brother. Let's end the hate | Suzanne Barakat,TED
377,dDZoGcQVjJg,A one-man musical phenomenon | Jacob Collier,TED
378,_qgSz1UmcBM,How Quantum Biology Might Explain Life’s Biggest Questions | Jim Al-Khalili | TED Talks,TED
379,mArrNRWQEso,Where's Google going next? | Larry Page,TED
380,cZ7LzE3u7Bw,How economic inequality harms societies | Richard Wilkinson,TED
381,bvAEJ8G9l9U,How to find work you love | Scott Dinsmore,TED
382,6cL5Nud8d7w,4 ways to make a city more walkable | Jeff Speck,TED
383,s0YjL9rZyR0,Eric X. Li: A tale of two political systems,TED
384,HNMQ_w7hXTA,The surprisingly charming science of your gut | Giulia Enders,TED
385,iueVZJVEmEs,Rory Sutherland: Perspective is everything,TED
386,9EVEmZ2c_es,"Love, no matter what | Andrew Solomon",TED
387,b8z6HfSq7l8,Why our universe might exist on a knife-edge | Gian Giudice,TED
388,fumsXEuiLyk,The magic of truth and lies (and iPods) | Marco Tempest,TED
389,V-bjOJzB7LY,What adults can learn from kids | Adora Svitak,TED
390,oIZDtqWX6Fk,The lie that invented racism | John Biewen,TED
391,oKtALHe3Y9Q,Color blind or color brave? | Mellody Hobson,TED
392,idfv7Lw4Y_s,This ancient rock is changing our theory on the origin of life | Tara Djokic,TED
393,oy25A7vnigg,Sting: How I started writing songs again,TED
394,erCAp_Bd0AQ,Hackers: the internet's immune system | Keren Elazari,TED
395,5aH2Ppjpcho,What makes us feel good about our work? | Dan Ariely,TED
396,vMQlj9TZQfE,"Erika Cheung: Theranos, whistleblowing and speaking truth to power | TED",TED
397,Pzd7ReqiQnE,Different ways of knowing | Daniel Tammet,TED
398,cC0KxNeLp1E,The hilarious art of book design | Chip Kidd,TED
399,FPhHHtn8On8,Who am I? Think again | Hetain Patel,TED
400,dk60sYrU2RU,New experiments in self-teaching | Sugata Mitra,TED
401,nw52e0dfCaA,A TED speaker's worst nightmare | Colin Robertson,TED
402,flb_S5JJC4k,What it was like to grow up under China's one-child policy | Nanfu Wang,TED
403,GZadCj8O1-0,The $8 billion iPod | Rob Reid,TED
404,y4vurv9usYA,What it's really like to have autism | Ethan Lisi,TED
405,bfAzi6D5FpM,The way we think about charity is dead wrong | Dan Pallotta,TED
406,UxLRv0FEndM,Why we laugh | Sophie Scott,TED
407,LN820hIQ17Q,A journey through the mind of an artist | Dustin Yellin,TED
408,I64CQp6z0Pk,"Comics that ask ""what if?"" | Randall Munroe",TED
409,RlQEoJaLQRA,The three ways that good design makes you happy | Don Norman,TED
410,6-tqiaPoS2U,The first 21 days of a bee’s life | Anand Varma,TED
411,fXIeFJCqsPs,"Mihaly Csikszentmihalyi: Flow, the secret to happiness",TED
412,L8YJtvHGeUU,"Less stuff, more happiness | Graham Hill",TED
413,OtIyx687ytk,Letting go of God | Julia Sweeney,TED
414,rmfzwwrCrrU,How will we survive when the population hits 10 billion? | Charles C. Mann,TED
415,nisSeC81u2M,3 lessons on decision-making from a poker champion | Liv Boeree,TED
416,h7u6N-cSWtY,The genius puppetry behind War Horse | Handspring Puppet Company,TED
417,1mLQFm3wEfw,3 ways to make better decisions -- by thinking like a computer | Tom Griffiths,TED
418,vpjVgF5JDq8,The mystery box | JJ Abrams,TED
419,M0yhHKWUa0g,Don't eat the marshmallow! | Joachim de Posada,TED
420,6d6oq0zGGmw,The brain may be able to repair itself -- with help | Jocelyne Bloch,TED
421,Nhx1_yXMwCg,Charmian Gooch: Meet global corruption's hidden players,TED
422,640BQNxB5mc,A life of purpose | Rick Warren,TED
423,3qF26MbYgOA,Sir Martin Rees: Earth in its final century?,TED
424,h4mmeN8gv9o,"My Daughter, Malala | Ziauddin Yousafzai | TED Talks",TED
425,ajGgd9Ld-Wc,How AI can save our humanity | Kai-Fu Lee,TED
426,1BXYSGepx7Q,What you need to know about CRISPR | Ellen Jorgensen,TED
427,7uRPPaYuu44,Where did the Moon come from? A new theory | Sarah T. Stewart,TED
428,zU-5GcqzHNM,The lies we tell pregnant women | Sofia Jawed-Wessel,TED
429,Fb3yp4uJhq0,What happens when you have a disease doctors can't diagnose | Jennifer Brea,TED
430,C74amJRp730,How a handful of tech companies control billions of minds every day | Tristan Harris,TED
431,MEDgtjpycYg,How to speak up for yourself | Adam Galinsky,TED
432,wtl5UrrgU8c,"The secret to giving great feedback | The Way We Work, a TED series",TED
433,tiwVMrTLUWg,Chris Urmson: How a driverless car sees the road,TED
434,_vS_b7cJn2A,"Tom Wujec: Got a wicked problem? First, tell me how you make toast",TED
435,Y0vRupFPw90,"How a dragonfly's brain is designed to kill | DIY Neuroscience, a TED series",TED
436,-E5K2pGB08Y,"""Awoo"" | Sofi Tukker",TED
437,K926HAKRFvw,A robot that runs and swims like a salamander | Auke Ijspeert,TED
438,h8cF5QPPmWU,Manu Prakash: A 50-cent microscope that folds like origami,TED
439,n8yhaFd_GpM,A scientific approach to the paranormal | Carrie Poppy,TED
440,pcSlowAhvUk,Glenn Greenwald: Why privacy matters,TED
441,ORthzIOEf30,The biology of our best and worst selves | Robert Sapolsky,TED
442,0iIh5YYDR2o,Michael Porter: Why business can be good at solving social problems,TED
443,6Waurx8e-1o,Leonard Susskind: My friend Richard Feynman,TED
444,BpxVIwCbBK0,Why videos go viral | Kevin Allocca,TED
445,iQsnObyii4Q,Why great architecture should tell a story | Ole Scheeren,TED
446,g_CSsL3it9Y,Kiran Bedi: How I remade one of India's toughest prisons,TED
447,xRL2vVAa47I,"How Amazon, Apple, Facebook and Google manipulate our emotions | Scott Galloway",TED
448,KQ9FfzMKBNc,"How caffeine and alcohol affect your sleep | Sleeping with Science, a TED series",TED
449,NaoSp4NpkGg,Wireless data from every light bulb | Harald Haas,TED
450,uTL9tm7S1Io,Your words may predict your future mental health | Mariano Sigman,TED
451,jdpIKXLLYYM,How to make work-life balance work | Nigel Marsh,TED
452,6c0VtOdibcI,Morgan Spurlock: The greatest TED Talk ever sold,TED
453,c9V6OKlY80k,You have no idea where camels really come from | Latif Nasser,TED
454,7n9IOH0NvyY,Why Gender Equality Is Good for Everyone — Men Included | Michael Kimmel | TED Talks,TED
455,jQ95xlZeHo8,How autism freed me to be myself | Rosie King,TED
456,I7QwxbImhZI,East vs west -- the myths that mystify | Devdutt Pattanaik,TED
457,GRfudKFLAmI,The genius behind some of the world's most famous buildings | Renzo Piano,TED
458,u4L130DkdOw,"See how the rest of the world lives, organized by income | Anna Rosling Rönnlund",TED
459,KzIp4IzDPG0,The perks of being a pirate | Tom Nash,TED
460,ygRNoieAnzI,Neil Harbisson: I listen to color,TED
461,Qy5A8dVYU3k,Want to be happier? Stay in the moment | Matt Killingsworth,TED
462,IOrmS8vJDQw,"To overcome challenges, stop comparing yourself to others | Dean Furness",TED
463,td1PbsV6B80,A call to men | Tony Porter,TED
464,mbbMLOZjUYI,What's so funny about mental illness? | Ruby Wax,TED
465,jMVAgCPYYHY,What the discovery of gravitational waves means | Allan Adams,TED
466,cgxZ4H3gJ8c,You owe it to yourself to experience a total solar eclipse | David Baron,TED
467,7zT7iKmfrCU,Tom Shannon's gravity-defying sculpture,TED
468,byAogVoMViE,How I help people understand vitiligo | Lee Thomas,TED
469,XNbaR54Gpj4,The psychology of your future self | Dan Gilbert,TED
470,ge3--1hOm1s,The Future of Flying Robots | Vijay Kumar | TED Talks,TED
471,PB7xs7UpIfY,The 4 stories we tell ourselves about death | Stephen Cave,TED
472,yXZqYFDFgT8,An 11-year-old prodigy performs old-school jazz | Joey Alexander,TED
473,ORYKKNoRcDc,The 4 a.m. mystery | Rives,TED
474,nUdsTizSxSI,Why we think it's OK to cheat and steal (sometimes) | Dan Ariely,TED
475,G2XBIkHW954,The linguistic genius of babies | Patricia Kuhl,TED
476,0PAy1zBtTbw,Use art to turn the world inside out | JR,TED
477,UoBUXOOdLXY,How Arduino is open-sourcing imagination | Massimo Banzi,TED
478,Z1R1z9ipFnM,The magic ingredient that brings Pixar movies to life | Danielle Feinberg,TED
479,mguvTfAw4wk,How cohousing can make us happier (and live longer) | Grace Kim,TED
480,3aYWvujaT6M,Falling in love is the easy part | Mandy Len Catron,TED
481,2g8BeujckJY,How understanding divorce can help your marriage | Jeannie Suk Gersen,TED
482,18zvlz5CxPE,What does my headscarf mean to you? | Yassmin Abdel-Magied,TED
483,o1Z4F4e2Bw4,Hunting for dinosaurs showed me our place in the universe | Kenneth Lacovara,TED
484,xHHb7R3kx40,Why fascism is so tempting -- and how your data could power it | Yuval Noah Harari,TED
485,0K5OO2ybueM,Why our screens make us less happy | Adam Alter,TED
486,CVa_IZVzUoc,Design at the Intersection of Technology and Biology | Neri Oxman | TED Talks,TED
487,b_6-iVz1R0o,The pattern behind self-deception | Michael Shermer,TED
488,mT4Qbp89nIQ,The surprising solution to ocean plastic | David Katz,TED
489,NYKcOFQCeno,The math and magic of origami | Robert Lang,TED
490,J-I2eScPkEw,How healthy living nearly killed me | A.J. Jacobs,TED
491,h4MhbkWJzKk,Ben Goldacre: Battling Bad Science,TED
492,rXkOPv3wVZw,How we found the giant squid | Edith Widder,TED
493,Rl2LwnaUA-k,3 clues to understanding your brain | VS Ramachandran,TED
494,iFTWM7HV2UI,We're building a dystopia just to make people click on ads | Zeynep Tufekci,TED
495,9B0PaSznWJE,"Yup, I built a nuclear fusion reactor | Taylor Wilson",TED
496,6zVS8HIPUng,Sarah-Jayne Blakemore: The mysterious workings of the adolescent brain,TED
497,jiDQDLnEXdA,Why the best hire might not have the perfect resume | Regina Hartley,TED
498,u2V0vOFexY4,Exploring the mind of a killer | Jim Fallon,TED
499,I5g9-4fx60A,A radical plan to end plastic waste | Andrew Forrest,TED
500,nncY-MA1Iu8,How to succeed? Get more sleep | Arianna Huffington,TED
501,QoT0-2vu9m4,10 top time-saving tech tips | David Pogue,TED
502,chXsLtHqfdM,Ernesto Sirolli: Want to help someone? Shut up and listen!,TED
503,_7_XH1CBzGw,What is so special about the human brain? | Suzana Herculano-Houzel,TED
504,RKmxL8VYy0M,What doctors don't know about the drugs they prescribe | Ben Goldacre,TED
505,WyOSqjIABe0,How to find a wonderful idea | OK Go,TED
506,c0H1zU2ytxA,Half a million secrets | Frank Warren,TED
507,VYU25aJpg5o,The deadly genius of drug cartels | Rodrigo Canales,TED
508,YX_OxBfsvbk,Why is 'x' the unknown? | Terry Moore,TED
509,tsgvhP07BC8,"Mosquitos, malaria and education | Bill Gates",TED
510,bJ8Kq1wucsk,Does money make you mean? | Paul Piff,TED
511,PYJ22-YYNW8,"This is what makes employees happy at work | The Way We Work, a TED series",TED
512,lDq9-QxvsNU,Sheena Iyengar: The art of choosing,TED
513,uebxlIrosiM,Before I die I want to... | Candy Chang,TED
514,jn0Ygp7pMbA,Why dieting doesn't usually work | Sandra Aamodt,TED
515,bp9KBrH8H04,Google's driverless car | Sebastian Thrun,TED
516,PsihkFWDt3Y,How to buy happiness | Michael Norton,TED
517,5YkNkscBEp0,What's wrong with what we eat | Mark Bittman,TED
518,uv5-hIif7BQ,A rare galaxy that's challenging our understanding of the universe | Burçin Mutlu-Pakdil,TED
519,y3jYVe1RGaU,Sugata Mitra: Build a School in the Cloud,TED
520,HNOnvp5t7Do,Julian Assange: Why the world needs WikiLeaks,TED
521,QleRgTBMX88,On being wrong | Kathryn Schulz,TED
522,Hc6yi_FtoNo,"The walk from ""no"" to ""yes"" | William Ury",TED
523,I-jk9ni4XWk,Dan Buettner: How to live to be 100+,TED
524,BZoKfap4g4w,The magic washing machine | Hans Rosling,TED
525,gWPFJgLAzu4,Have we reached the end of physics? | Harry Cliff,TED
526,s2cixaL9H3U,"How to let go of being a ""good"" person — and become a better person | Dolly Chugh",TED
527,vs41JrnGaxc,Jonathan Haidt: The moral roots of liberals and conservatives,TED
528,XRWTyUVh0BQ,Parag Khanna maps the future of countries,TED
529,U6FvJ6jMGHU,Daphne Koller: What we're learning from online education,TED
530,t2gbcVaZ448,The danger of hiding who you are | Morgana Bailey,TED
531,XTf9Sdrq1zg,My road trip through the whitest towns in America | Rich Benjamin,TED
532,JNJlhtNpuiU,Naturally 7 beatbox a whole band,TED
533,PLk8Pm_XBJE,How we'll become cyborgs and extend human potential | Hugh Herr,TED
534,VAJ-5J21Rd0,iO Tillett Wright: Fifty shades of gay,TED
535,o0I0Poe3qlg,Alejandro Aravena: My architectural philosophy? Bring the community into the process,TED
536,Kc0Kthyo0hU,What's so sexy about math? | Cédric Villani,TED
537,8iYpxRXlboQ,A roadmap to end aging | Aubrey de Grey,TED
538,FD5ZKi-moMU,Michael Tilson Thomas: Music and emotion through time,TED
539,AYzA2uyd9_s,Inside America's dead shopping malls | Dan Bell,TED
540,pVeq-0dIqpk,How to build (and rebuild) trust | Frances Frei,TED
541,ieSV8-isy3M,"Floating cities, the LEGO House and other architectural forms of the future | Bjarke Ingels",TED
542,PktUzdnBqWI,A Darwinian theory of beauty | Denis Dutton,TED
543,kFMZrEABdw4,Bring on the learning revolution! | Ken Robinson,TED
544,X41iulkRqZU,12 truths I learned from life and writing | Anne Lamott,TED
545,cmpu58yv8-g,Isaac Lidsky: What reality are you creating for yourself? | TED,TED
546,n77BfxnVlyc,12 sustainable design ideas from nature | Janine Benyus,TED
547,YnAVjkuQz-Y,Brian Cox: What went wrong at the Large Hadron Collider,TED
548,FmpIMt95ndU,"Stanley McChrystal: Listen, learn ... then lead",TED
549,2Euof4PnjDk,The enchanting music of sign language | Christine Sun Kim,TED
550,dTwXeZ4GkzI,The opportunity of adversity | Aimee Mullins,TED
551,rFpDK2KhAgw,Why you should talk to strangers | Kio Stark,TED
552,UAinLaT42xY,Tim Brown urges designers to think big,TED
553,UWKvpFZJwcE,"Peter Doolittle: How your ""working memory"" makes sense of the world",TED
554,lVQ3KUTHDe0,Leana Wen: What your doctor won’t disclose,TED
555,c73Q8oQmwzo,How Boredom Can Lead to Your Most Brilliant Ideas | Manoush Zomorodi | TED,TED
556,Q6U69HbAF9Y,How I built a jet suit | Richard Browning,TED
557,FhP0AfZdRZ4,How porn changes the way teens think about sex | Emily F. Rothman,TED
558,-Z-vyLHi2us,Our natural sleep cycle | Jessa Gamble,TED
559,jeOumyTMCI8,The fight against sex slavery | Sunitha Krishnan,TED
560,YrZTho_o_is,Embrace the Shake | Phil Hansen | TED Talks,TED
561,aRcD31sA2a0,3 ways to build a happy marriage and avoid divorce | George Blair-West,TED
562,t4kyRyKyOpo,The wonderful and terrifying implications of computers that can learn | Jeremy Howard,TED
563,Cd0JH1AreDw,Eric Liu: Why ordinary people need to understand power,TED
564,R9g3Q-qvtss,Itay Talgam: Lead like the great conductors,TED
565,i0h7N1ukZ4A,Why you don't need 8 glasses of water a day | Body Stuff with Dr. Jen Gunter,TED
566,1qq7lDL-bzY,Why students should have mental health days | Hailey Hardcastle,TED
567,NP8xt8o4_5Q,Don't fear intelligent machines. Work with them | Garry Kasparov,TED
568,4Q2aznfmcYU,Dambisa Moyo: Is China the new idol for emerging economies?,TED
569,lq_BVyou38s,How I beat stage fright | Joe Kowan,TED
570,6OaIdwUdSxE,Tyler DeWitt: Hey science teachers -- make it fun,TED
571,v19OlWvdUSg,"A skateboard, with a boost | Sanjay Dastoor",TED
572,rYwTA5RA9eU,Anant Agarwal: Why massively open online courses (still) matter,TED
573,dY7iATJVCso,Marla Spivak: Why bees are disappearing,TED
574,ZkwqZfvbdFw,How you can use impostor syndrome to your benefit | Mike Cannon-Brookes,TED
575,1K5SycZjGhI,"Weird, or just different? | Derek Sivers",TED
576,Diuv3XZQXyc,Peter Singer: The why and how of effective altruism,TED
577,60P7717-XOQ,Computing a theory of everything | Stephen Wolfram,TED
578,zkQL7UJYDIY,Arunachalam Muruganantham: How I started a sanitary napkin revolution!,TED
579,RjquHTj4HlY,America Ferrera: My identity is a superpower -- not an obstacle | TED,TED
580,-yOXsK5-SFY,Sirena Huang: An 11-year-old's magical violin,TED
581,oEIYHTlbeLA,The magic of Khmer classical dance | Prumsodun Ok,TED
582,o9DNWK6WfQw,Our lonely society makes it hard to come home from war | Sebastian Junger,TED
583,UxQDG6WQT5s,Art in the age of machine intelligence | Refik Anadol,TED
584,9RMx31GnNXY,Printing a human kidney | Anthony Atala,TED
585,0ygtX2nyexo,A doctor's case for medical marijuana | David Casarett,TED
586,guXxy8LH2QM,"Looking for a job? Highlight your ability, not your experience | Jason Shen",TED
587,GOCUH7TxHRI,How we read each other's minds | Rebecca Saxe,TED
588,IBf9pXOmpFw,"Why the pencil is perfect | Small Thing Big Idea, a TED series",TED
589,LQMLFryA_7k,The search for dark matter -- and what we've found so far | Risa Wechsler,TED
590,ooUqOwh-2LE,The shared experience of absurdity | Charlie Todd,TED
591,YKACzIrog24,Eduardo Briceño: How to get better at the things you care about | TED,TED
592,lA-zdh_bQBo,Barry Schwartz: Our loss of wisdom,TED
593,iBa9EoEbb38,"8 lessons on building a company people enjoy working for | The Way We Work, a TED series",TED
594,8i-pNVj5KMw,Anand Giridharadas: A tale of two Americas. And the mini-mart where they collided,TED
595,tPBFVIxnbDw,How to change your behavior for the better | Dan Ariely,TED
596,4AYE3w5TWHs,Bjarke Ingels: 3 warp-speed architecture tales,TED
597,FMJgZ4s2E3w,The demise of guys? | Philip Zimbardo,TED
598,3nsoN-LS8RQ,Michael Sandel: Why we shouldn't trust markets with our civic life,TED
599,B8rmi95pYL0,The optimism bias | Tali Sharot,TED
600,RAoo--SeUIk,Richard Turere: My invention that made peace with lions,TED
601,Vyn_xLrtZaY,Margaret Heffernan: Why it's time to forget the pecking order at work,TED
602,3Y2Or0LlO6g,"Lesley Hazleton: A ""tourist"" reads the Koran",TED
603,3gSSNHO1dDs,Ze Frank's web playroom,TED
604,XY_lzonfE3I,A new way to remove CO2 from the atmosphere | Jennifer Wilcox,TED
605,Q1ZeXnmDZMQ,James Kunstler: How bad architecture wrecked cities,TED
606,yjYrxcGSWX4,A powerful way to unleash your natural creativity | Tim Harford,TED
607,9h2dF-IsH0I,Defend our freedom to share (or why SOPA is a bad idea) | Clay Shirky,TED
608,7O7BMa9XGXE,How America's public schools keep kids in poverty | Kandice Sumner,TED
609,QeIrdqU0o9s,Why some people find exercise harder than others | Emily Balcetis,TED
610,UmvOgW6iV2s,John McWhorter: Txtng is killing language. JK!!!,TED
611,j81saupKVpo,Helder Guimarães: A magical search for a coincidence,TED
612,N6wjC0sxD2o,Design for All 5 Senses | Jinsop Lee | TED Talks,TED
613,gWmRkYsLzB4,The jobs we'll lose to machines -- and the ones we won't | Anthony Goldbloom,TED
614,CQ5dRyyHwfM,Could we speak the language of dolphins? | Denise Herzing,TED
615,9AgCr2tTvng,The beauty of being a misfit | Lidia Yuknavitch,TED
616,PY_kd46RfVE,Dare to disagree | Margaret Heffernan,TED
617,NgbqXsA62Qs,James B. Glattfelder: Who controls the world?,TED
618,eqsXc_aefKI,The hidden beauty of pollination | Louie Schwartzberg,TED
619,sR6P5Qdvlnk,5 ways to kill your dreams | Bel Pesce,TED
620,y-Gk_Ddhr0M,A theory of everything | Garrett Lisi,TED
621,hPsUXhXgWmI,Michael Sandel: The lost art of democratic debate,TED
622,PVXQUItNEDQ,Ray Kurzweil: Get ready for hybrid thinking,TED
623,j7fRIGphgtk,Amanda Burden: How public spaces make cities work,TED
624,1pq5jnM1C-A,Sheena Iyengar: How to make choosing easier,TED
625,KzGjEkp772s,Dangerous memes | Dan Dennett,TED
626,Rhcrbcg8HBw,"A healthy economy should be designed to thrive, not grow | Kate Raworth",TED
627,8Dv2Hdf5TRg,Lessons from the longest study on human development | Helen Pearson,TED
628,96HHmILhyrE,Glow-in-the-dark sharks and other stunning sea creatures | David Gruber,TED
629,knJWF4km3y0,"How much sleep do you really need? | Sleeping with Science, a TED series",TED
630,KnCqR2yUXoU,Turning trash into toys for learning | Arvind Gupta,TED
631,7a5NyUITbyk,How we can turn the cold of outer space into a renewable resource | Aaswath Raman,TED
632,PCWIGN3181U,Deep sea diving ... in a wheelchair | Sue Austin,TED
633,Ds_rzoyyfF0,The next step in nanotechnology | George Tulevski,TED
634,uYyvbgINZkQ,Verna Myers: How to overcome our biases? Walk boldly toward them,TED
635,TDaFwnOiKVE,How algorithms shape our world | Kevin Slavin,TED
636,CuQHSKLXu2c,Steven Pinker: Human nature and the blank slate,TED
637,gjq2BoAF0JA,How germs travel on planes -- and how we can stop them | Raymond Wang,TED
638,Se8kcnU-uZw,How architecture helped music evolve | David Byrne,TED
639,2wseM6wWd74,The science of cells that never get old | Elizabeth Blackburn,TED
640,OI_OhvOumT0,Gene editing can now change an entire species -- forever | Jennifer Kahn,TED
641,q49LtMyXK7Q,The secret sneaker market — and why it matters | Josh Luber,TED
642,BltRufe5kkI,Abundance is our future | Peter Diamandis,TED
643,8pHzROP1D-w,Kenneth Cukier: Big data is better data,TED
644,a_1UEAGCo30,"The case for anonymity online | Christopher ""moot"" Poole",TED
645,k6qTwqiHnAM,Amos Winter: The cheap all-terrain wheelchair,TED
646,AyWtIwwEgS0,The next manufacturing revolution is here | Olivier Scalabre,TED
647,2UxGrde1NDA,Heather Barnett: What humans can learn from semi-intelligent slime,TED
648,16cM-RFid9U,How Airbnb designs for trust | Joe Gebbia,TED
649,k4N2SxUZwiU,How I found a mythical boiling river in the Amazon | Andrés Ruzo,TED
650,UK8ccWSZkic,Debate: Does the world need nuclear energy?,TED
651,O3a9AYu5SUQ,The mysterious world of underwater caves | Jill Heinerth,TED
652,TS6lFDVR-3g,Why school should start later for teens | Wendy Troxel,TED
653,th3nnEpITz0,Will automation take away all our jobs? | David Autor,TED
654,vY2l2xfDBcE,Our failing schools. Enough is enough! | Geoffrey Canada,TED
655,ramBFRt1Uzk,The surprising decline in violence | Steven Pinker,TED
656,GqnJFm1C-3c,Jamil Abu-Wardeh: The Axis of Evil Middle East Comedy Tour,TED
657,Wgt8QUHQjw8,How your brain decides what is beautiful | Anjan Chatterjee,TED
658,51z7WRDjOjM,What separates us from chimpanzees? | Jane Goodall,TED
659,7Q25-S7jzgs,Laws that choke creativity | Larry Lessig,TED
660,LbIXYEW9CSQ,"Harsha Bhogle: The rise of cricket, the rise of India",TED
661,VbeekjZP-CI,Songs that bring history to life | Rhiannon Giddens,TED
662,ac0E6deG4AU,Unveiling the genius of multi-touch interface design | Jeff Han,TED
663,0MD4Ymjyc2I,"Yves Morieux: As work gets more complex, 6 rules to simplify",TED
664,g-ycQufrgK4,A promising test for pancreatic cancer ... from a teenager | Jack Andraka,TED
665,m5HQamrXlSY,What almost dying taught me about living | Suleika Jaouad,TED
666,dJgiYBdD2VA,Love -- you're doing it wrong | Yann Dall'Aglio,TED
667,YyBk55G7Keo,Caroline Casey: Looking past limits,TED
668,z9jXW9r1xr8,Are indoor vertical farms the future of agriculture? | Stuart Oda,TED
669,8D0pwe4vaQo,Where does creativity hide? | Amy Tan,TED
670,3B_1itqCKHo,The way we think about work is broken | Barry Schwartz,TED
671,TrwaDlrXB6w,Andrew Bird's one-man orchestra of the imagination,TED
672,ptIecdCZ3dg,The secret to living longer may be your social life | Susan Pinker,TED
673,stUl_OapUso,The way we think about biological sex is wrong | Emily Quinn,TED
674,7H0qAqXR-fw,Can you actually boost your immune system? Here's the truth | Body Stuff with Dr. Jen Gunter,TED
675,ogeGJS0GEF4,Why you should love statistics | Alan Smith,TED
676,tbicAmaXYtM,"An interview with the founders of Black Lives Matter | Alicia Garza, Patrisse Cullors, Opal Tometi",TED
677,b6YTQJVzwlI,Pointing to the future of UI | John Underkoffler,TED
678,MNuOmTQdFjA,Stefan Sagmeister: The power of time off,TED
679,6Lp-NMaU0r8,Israel and Iran: A love story?,TED
680,HdwOlk6HIVc,Why we need the explorers | Brian Cox,TED
681,uSUOdu_5MPc,How computers are learning to be creative | Blaise Agüera y Arcas,TED
682,grtGI7QpPdw,A theory of everything | Emily Levine,TED
683,uH0aihGWB8U,Daniel Kish: How I use sonar to navigate the world,TED
684,9-5SMpg7Q0k,3 secrets of resilient people | Lucy Hone,TED
685,OIlSXRC-B-I,Be humble -- and other lessons from the philosophy of water | Raymond Tang,TED
686,YsA_JTeHJ6A,How to design a library that makes kids want to read |  Michael Bierut,TED
687,ka8L1YMR88U,Kathryn Schulz: Don't regret regret,TED
688,LjQM8PzCEY0,Steven Pinker: What our language habits reveal,TED
689,Us70DN2XSfM,How to raise a Black son in America | Clint Smith,TED
690,8VwTZFY-fvw,Chris Burkard: The joy of surfing in ice-cold water,TED
691,AGKZhNK_pHw,My photographs bear witness | James Nachtwey,TED
692,Li7PsYiwxVc,SpaceX's Supersized Starship Rocket and the Future of Galactic Exploration | Jennifer Heldmann | TED,TED
693,eNAHVnkll5M,What I discovered in New York City trash | Robin Nagle,TED
694,HiwJ0hNl1Fw,Let's design social media that drives real change | Wael Ghonim,TED
695,PVfd6fg7QsM,Before Avatar ... a curious boy | James Cameron,TED
696,uzKBGtf0i0M,"Embracing otherness, embracing myself | Thandiwe Newton",TED
697,d6NKdnZvdoo,Chrystia Freeland: The rise of the new global super-rich,TED
698,ODLg_00f9BE,What does it mean to be a citizen of the world? | Hugh Evans,TED
699,YpKbO6O3O3M,New insights on poverty | Hans Rosling,TED
700,evw0h1kg-j4,Yuko Munakata: The science behind how parents affect child development | TED,TED
701,cTIUiN6inIQ,"How to make faster decisions | The Way We Work, a TED series",TED
702,sY0Pf_pfqCI,4 Lessons in Creativity | Julie Burstein | TED Talks,TED
703,Xe2nlti47kA,"Linda Cliatt-Wayman: How to fix a broken school? Lead fearlessly, love hard",TED
704,L3QkaS249Bc,How do we heal medicine? | Atul Gawande,TED
705,pmfjaSH2EDY,Alex Smith: An NFL quarterback on overcoming setbacks and self-doubt | TED,TED
706,5ifMRNag2XU,Isabel Allende: How to live passionately—no matter your age | TED,TED
707,zd-dqUuvLk4,Creativity is a remix | Kirby Ferguson,TED
